level,id,parent,children,name,include,pnzRegional,path
subdivision,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzy,,Māngere-Ōtāhuhu,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/AULpQphVk9eQc7uW9vQY/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzy
board,zzzzzzzzzzzzzzzzzzzy,AULpQphVk9eQc7uW9vQY,,Māngere-Ōtāhuhu,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/AULpQphVk9eQc7uW9vQY/boards/zzzzzzzzzzzzzzzzzzzy
ward,AULpQphVk9eQc7uW9vQY,zzzzzzzzzzzzzzzzzzzy,|,Manukau,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/AULpQphVk9eQc7uW9vQY
subdivision,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzx,,Papakura,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/cHFa1VnpIhfeIld4ArBo/boards/zzzzzzzzzzzzzzzzzzzx/subdivisions/zzzzzzzzzzzzzzzzzzzy
board,zzzzzzzzzzzzzzzzzzzx,cHFa1VnpIhfeIld4ArBo,,Papakura,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/cHFa1VnpIhfeIld4ArBo/boards/zzzzzzzzzzzzzzzzzzzx
subdivision,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzy,,Manurewa,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/cHFa1VnpIhfeIld4ArBo/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzy
board,zzzzzzzzzzzzzzzzzzzy,cHFa1VnpIhfeIld4ArBo,,Manurewa,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/cHFa1VnpIhfeIld4ArBo/boards/zzzzzzzzzzzzzzzzzzzy
ward,cHFa1VnpIhfeIld4ArBo,zzzzzzzzzzzzzzzzzzzy,|,Manurewa-Papakura,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/cHFa1VnpIhfeIld4ArBo
subdivision,zzzzzzzzzzzzzzzzzzzx,zzzzzzzzzzzzzzzzzzzw,,Ōwairaka,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO/boards/zzzzzzzzzzzzzzzzzzzw/subdivisions/zzzzzzzzzzzzzzzzzzzx
subdivision,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzw,,Maungawhau,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO/boards/zzzzzzzzzzzzzzzzzzzw/subdivisions/zzzzzzzzzzzzzzzzzzzy
board,zzzzzzzzzzzzzzzzzzzw,iYYyRiS14684v1Zl9QKO,|,Albert-Eden,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO/boards/zzzzzzzzzzzzzzzzzzzw
subdivision,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzx,,Ōrākei,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO/boards/zzzzzzzzzzzzzzzzzzzx/subdivisions/zzzzzzzzzzzzzzzzzzzy
board,zzzzzzzzzzzzzzzzzzzx,iYYyRiS14684v1Zl9QKO,,Ōrākei,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO/boards/zzzzzzzzzzzzzzzzzzzx
subdivision,zzzzzzzzzzzzzzzzzzzx,zzzzzzzzzzzzzzzzzzzy,,Tāmaki,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzx
subdivision,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzy,,Maungakiekie,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzy
board,zzzzzzzzzzzzzzzzzzzy,iYYyRiS14684v1Zl9QKO,|,Maungakiekie-Tāmaki,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO/boards/zzzzzzzzzzzzzzzzzzzy
ward,iYYyRiS14684v1Zl9QKO,zzzzzzzzzzzzzzzzzzzy,||,Maungakiekie-Tāmaki,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO
subdivision,zzzzzzzzzzzzzzzzzzzw,zzzzzzzzzzzzzzzzzzzw,,Pakuranga,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/sNe0C0FCLog9KuvwGPxF/boards/zzzzzzzzzzzzzzzzzzzw/subdivisions/zzzzzzzzzzzzzzzzzzzw
subdivision,zzzzzzzzzzzzzzzzzzzx,zzzzzzzzzzzzzzzzzzzw,,Howick,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/sNe0C0FCLog9KuvwGPxF/boards/zzzzzzzzzzzzzzzzzzzw/subdivisions/zzzzzzzzzzzzzzzzzzzx
subdivision,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzw,,Botany,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/sNe0C0FCLog9KuvwGPxF/boards/zzzzzzzzzzzzzzzzzzzw/subdivisions/zzzzzzzzzzzzzzzzzzzy
board,zzzzzzzzzzzzzzzzzzzw,sNe0C0FCLog9KuvwGPxF,||,Howick,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/sNe0C0FCLog9KuvwGPxF/boards/zzzzzzzzzzzzzzzzzzzw
ward,sNe0C0FCLog9KuvwGPxF,zzzzzzzzzzzzzzzzzzzy,,Howick,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/sNe0C0FCLog9KuvwGPxF
subdivision,zzzzzzzzzzzzzzzzzzzw,zzzzzzzzzzzzzzzzzzzy,,Waiuku,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzw/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzw
subdivision,zzzzzzzzzzzzzzzzzzzx,zzzzzzzzzzzzzzzzzzzy,,Wairoa,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzw/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzx
subdivision,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzy,,Pukekohe,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzw/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzy
board,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzw,||,Franklin,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzw/boards/zzzzzzzzzzzzzzzzzzzy
ward,zzzzzzzzzzzzzzzzzzzw,zzzzzzzzzzzzzzzzzzzy,,Franklin,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzw
subdivision,zzzzzzzzzzzzzzzzzzzx,zzzzzzzzzzzzzzzzzzzv,,Ōwairaka,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzv/subdivisions/zzzzzzzzzzzzzzzzzzzx
subdivision,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzv,,Maungawhau,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzv/subdivisions/zzzzzzzzzzzzzzzzzzzy
board,zzzzzzzzzzzzzzzzzzzv,zzzzzzzzzzzzzzzzzzzx,|,Albert-Eden,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzv
subdivision,zzzzzzzzzzzzzzzzzzzx,zzzzzzzzzzzzzzzzzzzw,,Tāmaki,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzw/subdivisions/zzzzzzzzzzzzzzzzzzzx
subdivision,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzw,,Maungakiekie,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzw/subdivisions/zzzzzzzzzzzzzzzzzzzy
board,zzzzzzzzzzzzzzzzzzzw,zzzzzzzzzzzzzzzzzzzx,|,Maungakiekie-Tāmaki,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzw
subdivision,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzx,,Puketāpapa,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzx/subdivisions/zzzzzzzzzzzzzzzzzzzy
board,zzzzzzzzzzzzzzzzzzzx,zzzzzzzzzzzzzzzzzzzx,,Puketāpapa,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzx
subdivision,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzy,,Waitematā,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzy
board,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzx,,Waitematā,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzy
ward,zzzzzzzzzzzzzzzzzzzx,zzzzzzzzzzzzzzzzzzzy,|||,Albert-Eden-Puketāpapa,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx
subdivision,zzzzzzzzzzzzzzzzzzzx,zzzzzzzzzzzzzzzzzzzx,,East Coast Bays,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzy/boards/zzzzzzzzzzzzzzzzzzzx/subdivisions/zzzzzzzzzzzzzzzzzzzx
subdivision,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzx,,Hibiscus Coast,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzy/boards/zzzzzzzzzzzzzzzzzzzx/subdivisions/zzzzzzzzzzzzzzzzzzzy
board,zzzzzzzzzzzzzzzzzzzx,zzzzzzzzzzzzzzzzzzzy,|,Hibiscus and Bays,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzy/boards/zzzzzzzzzzzzzzzzzzzx
subdivision,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzy,,Upper Harbour,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzy/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzy
board,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzy,,Upper Harbour,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzy/boards/zzzzzzzzzzzzzzzzzzzy
ward,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzy,|,Albany,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzy
district,zzzzzzzzzzzzzzzzzzzy,zzzzzzzzzzzzzzzzzzzy,||||||||||||,Auckland,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy
region,zzzzzzzzzzzzzzzzzzzy,,,Auckland,true,,regions/zzzzzzzzzzzzzzzzzzzy
